speciesId	compartment	initialConcentration (nM)	solver
cyt_mrna__CASP10_202_	Cytoplasm	0.0012652021951258085	Stochastic
cyt_mrna__BFAR_201_	Cytoplasm	0.011070519207350825	Stochastic
cyt_mrna__CASP3_201_	Cytoplasm	0.0037956065853774253	Stochastic
cyt_mrna__CASP7_203_	Cytoplasm	0.006958612073191947	Stochastic
cyt_mrna__CASP6_201_	Cytoplasm	0.008223814268317755	Stochastic
cyt_mrna__XIAP_202_	Cytoplasm	0.0012652021951258085	Stochastic
cyt_mrna__PARP1_203_	Cytoplasm	0.006326010975629043	Stochastic
cyt_mrna__BID_211_	Cytoplasm	0.00442820768294033	Stochastic
cyt_mrna__BCL2_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__BCL2L1_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__MCL1_202_	Cytoplasm	0.006326010975629043	Stochastic
cyt_mrna__BAX_202_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__CYC1_201_	Cytoplasm	0.028783349939112145	Stochastic
cyt_mrna__DIABLO_206_	Cytoplasm	0.002530404390251617	Stochastic
cyt_mrna__APAF1_210_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__CASP9_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__BAD_201_	Cytoplasm	0.0037956065853774253	Stochastic
cyt_mrna__BBC3_203_	Cytoplasm	0.0	Stochastic
cyt_mrna__PMAIP1_202_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__BCL2L11_204_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__EGF_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__NRG1_203_	Cytoplasm	0.0	Stochastic
cyt_mrna__EGFR_201_	Cytoplasm	0.002214103841470165	Stochastic
cyt_mrna__ERBB2_201_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__ERBB3_201_	Cytoplasm	0.005060808780503234	Stochastic
cyt_mrna__ERBB4_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__MET_202_	Cytoplasm	0.005377109329284686	Stochastic
cyt_mrna__HGF_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PDGFRA_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PDGFRB_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PDGFB_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__SPRY2_202_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__CBL_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__GRB2_202_	Cytoplasm	0.0012652021951258085	Stochastic
cyt_mrna__PLCG1_223_	Cytoplasm	0.0	Stochastic
cyt_mrna__PLCG2_208_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3CA_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__PTPN2_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__PIK3CG_205_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3CD_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3R1_211_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__PIK3R2_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3R3_201_	Cytoplasm	0.002530404390251617	Stochastic
cyt_mrna__PIK3R4_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PIK3C2A_206_	Cytoplasm	0.0012652021951258085	Stochastic
cyt_mrna__RASGRP1_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__RASGRP3_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__NRAS_201_	Cytoplasm	0.004111907134158877	Stochastic
cyt_mrna__KRAS_202_	Cytoplasm	0.002214103841470165	Stochastic
cyt_mrna__HRAS_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__NF1_202_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__RAF1_201_	Cytoplasm	0.0015815027439072607	Stochastic
cyt_mrna__BRAF_220_	Cytoplasm	0.0	Stochastic
cyt_mrna__MAP2K1_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__MAP2K2_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__DUSP6_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__RPS6KA1_204_	Cytoplasm	0.0	Stochastic
cyt_mrna__RPS6KA2_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__RPS6KA3_201_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__RPS6KA4_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__DUSP1_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__FOS_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__JUN_201_	Cytoplasm	0.0018978032926887127	Stochastic
cyt_mrna__MYC_206_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__CTNNB1_201_	Cytoplasm	0.010121617561006468	Stochastic
cyt_mrna__PTEN_201_	Cytoplasm	0.006958612073191947	Stochastic
cyt_mrna__AKT1_218_	Cytoplasm	0.0	Stochastic
cyt_mrna__AKT2_206_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__PDPK1_202_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__RICTOR_202_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__MTOR_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__GSK3B_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__TSC1_201_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__TSC2_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PRKCA_202_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__PRKCB_210_	Cytoplasm	0.0	Stochastic
cyt_mrna__PRKCG_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__PRKCD_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__PEBP1_201_	Cytoplasm	0.011386819756132276	Stochastic
cyt_mrna__MAPK1_201_	Cytoplasm	0.0015815027439072607	Stochastic
cyt_mrna__MAPK3_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__FOXO3_202_	Cytoplasm	0.0009489016463443563	Stochastic
cyt_mrna__RHEB_201_	Cytoplasm	0.009489016463443564	Stochastic
cyt_mrna__RPTOR_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__RPS6KB1_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__RPS6KB2_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__EIF4EBP1_201_	Cytoplasm	0.011703120304913729	Stochastic
cyt_mrna__SOS1_202_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__CDKN2A_214_	Cytoplasm	0.0	Stochastic
cyt_mrna__MDM4_203_	Cytoplasm	0.0018978032926887127	Stochastic
cyt_mrna__FGFR1_214_	Cytoplasm	0.0	Stochastic
cyt_mrna__FGFR2_206_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__FGF1_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__FGF2_203_	Cytoplasm	0.0	Stochastic
cyt_mrna__EIF4E_203_	Cytoplasm	0.011703120304913729	Stochastic
cyt_mrna__IRS1_201_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__IRS2_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__IGF1_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__IGF2_205_	Cytoplasm	0.0	Stochastic
cyt_mrna__IGF1R_217_	Cytoplasm	0.0006326010975629043	Stochastic
cyt_mrna__MSH6_201_	Cytoplasm	0.0012652021951258085	Stochastic
cyt_mrna__BRCA2_201_	Cytoplasm	0.00031630054878145213	Stochastic
cyt_mrna__MGMT_205_	Cytoplasm	0.0012652021951258085	Stochastic
cyt_mrna__INSR_201_	Cytoplasm	0.0015815027439072607	Stochastic
cyt_mrna__INS_202_	Cytoplasm	0.0	Stochastic
cyt_mrna__IFNG_201_	Cytoplasm	0.0	Stochastic
cyt_mrna__IFNGR2_201_	Cytoplasm	0.0018978032926887127	Stochastic
cyt_mrna__JAK1_201_	Cytoplasm	0.002846704939033069	Stochastic
cyt_mrna__STAT1_201_	Cytoplasm	0.002214103841470165	Stochastic
cyt_mrna__PTPN11_201_	Cytoplasm	0.005060808780503234	Stochastic
cyt_mrna__PIK3CB_212_	Cytoplasm	0.002530404390251617	Stochastic
cyt_mrna__PTPN1_201_	Cytoplasm	0.002530404390251617	Stochastic
cyt_mrna__SOCS1_201_	Cytoplasm	0.0	Stochastic
nuc_gene_a__TP53_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MDM2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PPM1D_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__ATM_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__ATR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RB1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__E2F1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__E2F2_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__E2F3_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CCND1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CCND2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CCND3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CCNE1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CCNE2_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__SKP2_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDC25A_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDC25B_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDC25C_	Nucleus	0.0018978032926887127	Deterministic
nuc_gene_a__CCNA2_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDKN1B_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDH1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CCNB1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDC20_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__WEE1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CHEK1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDKN1A_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDK1_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDK2_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDK4_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__CDK6_	Nucleus	0.0009489016463443563	Deterministic
nuc_gene_a__TNFSF10_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__TNFRSF10A_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__TNFRSF10B_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CFLAR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CASP8_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CASP10_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BFAR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CASP3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CASP7_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CASP6_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__XIAP_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PARP1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__BID_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BCL2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BCL2L1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MCL1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BAX_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CYC1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__DIABLO_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__APAF1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CASP9_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BAD_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BBC3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PMAIP1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BCL2L11_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__EGF_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__NRG1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__EGFR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__ERBB2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__ERBB3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__ERBB4_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MET_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__HGF_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PDGFRA_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PDGFRB_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PDGFB_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__SPRY2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CBL_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__GRB2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PLCG1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PLCG2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3CA_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3CB_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3CG_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3CD_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3R1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3R2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3R3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3R4_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PIK3C2A_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RASGRP1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RASGRP3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__NRAS_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__KRAS_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__HRAS_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__NF1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RAF1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BRAF_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MAP2K1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MAP2K2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__DUSP6_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPS6KA1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPS6KA2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPS6KA3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPS6KA4_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__DUSP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FOS_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__JUN_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MYC_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CTNNB1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PTEN_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__AKT1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__AKT2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PDPK1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RICTOR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MTOR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__GSK3B_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__TSC1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__TSC2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PRKCA_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PRKCB_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PRKCG_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PRKCD_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PEBP1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MAPK1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MAPK3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__FOXO3_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RHEB_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPTOR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPS6KB1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__RPS6KB2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__EIF4EBP1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__SOS1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__CDKN2A_	Nucleus	0.0	Stochastic
nuc_gene_a__MDM4_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__FGFR1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__FGFR2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__FGF1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FGF2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__EIF4E_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IRS1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IRS2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IGF1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IGF2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IGF1R_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MSH6_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__BRCA2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__MGMT_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__INSR_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__INS_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IFNG_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__IFNGR2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__JAK1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__STAT1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PTPN11_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PTPN2_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__PTPN1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__SOCS1_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_i__TP53_	Nucleus	0.0	Stochastic
nuc_gene_i__MDM2_	Nucleus	0.0	Stochastic
nuc_gene_i__PPM1D_	Nucleus	0.0	Stochastic
nuc_gene_i__ATM_	Nucleus	0.0	Stochastic
nuc_gene_i__ATR_	Nucleus	0.0	Stochastic
nuc_gene_i__RB1_	Nucleus	0.0	Deterministic
nuc_gene_i__E2F1_	Nucleus	0.0	Deterministic
nuc_gene_i__E2F2_	Nucleus	0.0	Deterministic
nuc_gene_i__E2F3_	Nucleus	0.0	Deterministic
nuc_gene_i__CCND1_	Nucleus	0.0	Stochastic
nuc_gene_i__CCND2_	Nucleus	0.0	Stochastic
nuc_gene_i__CCND3_	Nucleus	0.0	Stochastic
nuc_gene_i__CCNE1_	Nucleus	0.0	Deterministic
nuc_gene_i__CCNE2_	Nucleus	0.0	Deterministic
nuc_gene_i__SKP2_	Nucleus	0.0	Deterministic
nuc_gene_i__CDC25A_	Nucleus	0.0	Deterministic
nuc_gene_i__CDC25B_	Nucleus	0.0	Deterministic
nuc_gene_i__CDC25C_	Nucleus	0.0	Deterministic
nuc_gene_i__CCNA2_	Nucleus	0.0	Deterministic
nuc_gene_i__CDKN1B_	Nucleus	0.0	Deterministic
nuc_gene_i__CDH1_	Nucleus	0.0	Deterministic
nuc_gene_i__CCNB1_	Nucleus	0.0	Deterministic
nuc_gene_i__CDC20_	Nucleus	0.0	Deterministic
nuc_gene_i__WEE1_	Nucleus	0.0	Deterministic
nuc_gene_i__CHEK1_	Nucleus	0.0	Deterministic
nuc_gene_i__CDKN1A_	Nucleus	0.0	Deterministic
nuc_gene_i__CDK1_	Nucleus	0.0	Deterministic
nuc_gene_i__CDK2_	Nucleus	0.0	Deterministic
nuc_gene_i__CDK4_	Nucleus	0.0	Deterministic
nuc_gene_i__CDK6_	Nucleus	0.0	Deterministic
nuc_gene_i__TNFSF10_	Nucleus	0.0	Stochastic
nuc_gene_i__TNFRSF10A_	Nucleus	0.0	Stochastic
nuc_gene_i__TNFRSF10B_	Nucleus	0.0	Stochastic
nuc_gene_i__CFLAR_	Nucleus	0.0	Stochastic
nuc_gene_i__CASP8_	Nucleus	0.0	Stochastic
nuc_gene_i__CASP10_	Nucleus	0.0	Stochastic
nuc_gene_i__BFAR_	Nucleus	0.0	Stochastic
nuc_gene_i__CASP3_	Nucleus	0.0	Stochastic
nuc_gene_i__CASP7_	Nucleus	0.0	Stochastic
nuc_gene_i__CASP6_	Nucleus	0.0	Stochastic
nuc_gene_i__XIAP_	Nucleus	0.0	Stochastic
nuc_gene_i__PARP1_	Nucleus	0.0	Stochastic
nuc_gene_i__BID_	Nucleus	0.0	Stochastic
nuc_gene_i__BCL2_	Nucleus	0.0	Stochastic
nuc_gene_i__BCL2L1_	Nucleus	0.0	Stochastic
nuc_gene_i__MCL1_	Nucleus	0.0	Stochastic
nuc_gene_i__BAX_	Nucleus	0.0	Stochastic
nuc_gene_i__CYC1_	Nucleus	0.0	Stochastic
nuc_gene_i__DIABLO_	Nucleus	0.0	Stochastic
nuc_gene_i__APAF1_	Nucleus	0.0	Stochastic
nuc_gene_i__CASP9_	Nucleus	0.0	Stochastic
nuc_gene_i__BAD_	Nucleus	0.0	Stochastic
nuc_gene_i__BBC3_	Nucleus	0.0	Stochastic
nuc_gene_i__PMAIP1_	Nucleus	0.0	Stochastic
nuc_gene_i__BCL2L11_	Nucleus	0.0	Stochastic
nuc_gene_i__EGF_	Nucleus	0.0	Stochastic
nuc_gene_i__NRG1_	Nucleus	0.0	Stochastic
nuc_gene_i__EGFR_	Nucleus	0.0	Stochastic
nuc_gene_i__ERBB2_	Nucleus	0.0	Stochastic
nuc_gene_i__ERBB3_	Nucleus	0.0	Stochastic
nuc_gene_i__ERBB4_	Nucleus	0.0	Stochastic
nuc_gene_i__MET_	Nucleus	0.0	Stochastic
nuc_gene_i__HGF_	Nucleus	0.0	Stochastic
nuc_gene_i__PDGFRA_	Nucleus	0.0	Stochastic
nuc_gene_i__PDGFRB_	Nucleus	0.0	Stochastic
nuc_gene_i__PDGFB_	Nucleus	0.0	Stochastic
nuc_gene_i__SPRY2_	Nucleus	0.0	Stochastic
nuc_gene_i__CBL_	Nucleus	0.0	Stochastic
nuc_gene_i__GRB2_	Nucleus	0.0	Stochastic
nuc_gene_i__PLCG1_	Nucleus	0.0	Stochastic
nuc_gene_i__PLCG2_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3CA_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3CB_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3CG_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3CD_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3R1_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3R2_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3R3_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3R4_	Nucleus	0.0	Stochastic
nuc_gene_i__PIK3C2A_	Nucleus	0.0	Stochastic
nuc_gene_i__RASGRP1_	Nucleus	0.0	Stochastic
nuc_gene_i__RASGRP3_	Nucleus	0.0	Stochastic
nuc_gene_i__NRAS_	Nucleus	0.0	Stochastic
nuc_gene_i__KRAS_	Nucleus	0.0	Stochastic
nuc_gene_i__HRAS_	Nucleus	0.0	Stochastic
nuc_gene_i__NF1_	Nucleus	0.0	Stochastic
nuc_gene_i__RAF1_	Nucleus	0.0	Stochastic
nuc_gene_i__BRAF_	Nucleus	0.0	Stochastic
nuc_gene_i__MAP2K1_	Nucleus	0.0	Stochastic
nuc_gene_i__MAP2K2_	Nucleus	0.0	Stochastic
nuc_gene_i__DUSP6_	Nucleus	0.0	Stochastic
nuc_gene_i__RPS6KA1_	Nucleus	0.0	Stochastic
nuc_gene_i__RPS6KA2_	Nucleus	0.0	Stochastic
nuc_gene_i__RPS6KA3_	Nucleus	0.0	Stochastic
nuc_gene_i__RPS6KA4_	Nucleus	0.0	Stochastic
nuc_gene_i__DUSP1_	Nucleus	0.0	Stochastic
nuc_gene_i__FOS_	Nucleus	0.0	Stochastic
nuc_gene_i__JUN_	Nucleus	0.0	Stochastic
nuc_gene_i__MYC_	Nucleus	0.0	Stochastic
nuc_gene_i__CTNNB1_	Nucleus	0.0	Stochastic
nuc_gene_i__PTEN_	Nucleus	0.0	Stochastic
nuc_gene_i__AKT1_	Nucleus	0.0	Stochastic
nuc_gene_i__AKT2_	Nucleus	0.0	Stochastic
nuc_gene_i__PDPK1_	Nucleus	0.0	Stochastic
nuc_gene_i__RICTOR_	Nucleus	0.0	Stochastic
nuc_gene_i__MTOR_	Nucleus	0.0	Stochastic
nuc_gene_i__GSK3B_	Nucleus	0.0	Stochastic
nuc_gene_i__TSC1_	Nucleus	0.0	Stochastic
nuc_gene_i__TSC2_	Nucleus	0.0	Stochastic
nuc_gene_i__PRKCA_	Nucleus	0.0	Stochastic
nuc_gene_i__PRKCB_	Nucleus	0.0	Stochastic
nuc_gene_i__PRKCG_	Nucleus	0.0	Stochastic
nuc_gene_i__PRKCD_	Nucleus	0.0	Stochastic
nuc_gene_i__PEBP1_	Nucleus	0.0	Stochastic
nuc_gene_i__MAPK1_	Nucleus	0.0	Stochastic
nuc_gene_i__MAPK3_	Nucleus	0.0	Stochastic
nuc_gene_i__FOXO3_	Nucleus	0.0	Stochastic
nuc_gene_i__RHEB_	Nucleus	0.0	Stochastic
nuc_gene_i__RPTOR_	Nucleus	0.0	Stochastic
nuc_gene_i__RPS6KB1_	Nucleus	0.0	Stochastic
nuc_gene_i__RPS6KB2_	Nucleus	0.0	Stochastic
nuc_gene_i__EIF4EBP1_	Nucleus	0.0	Stochastic
nuc_gene_i__SOS1_	Nucleus	0.0	Stochastic
nuc_gene_i__CDKN2A_	Nucleus	0.0	Stochastic
nuc_gene_i__MDM4_	Nucleus	0.0	Stochastic
nuc_gene_i__FGFR1_	Nucleus	0.0	Stochastic
nuc_gene_i__FGFR2_	Nucleus	0.0	Stochastic
